time,ACCESS-CM2,ACCESS-ESM1-5,MRI-ESM2-0,CANESM5,CESM2-WACCM,IPSL-CM6A-LR
2273.0,23476478.0,31447490.0,200386620.0,407172300000.0,26110032.0,2658053000000.0
2274.0,23020854.0,31671838.0,194540400.0,402830500000.0,25901318.0,2653639400000.0
2275.0,22670870.0,34577948.0,188627650.0,399029730000.0,25982448.0,2626972500000.0
2276.0,23185364.0,32552330.0,198032910.0,394159900000.0,25948250.0,2616724300000.0
2277.0,23184648.0,36982104.0,187265860.0,389804560000.0,26009056.0,2593027000000.0
2278.0,23116834.0,33603664.0,183081360.0,384401600000.0,26097564.0,2588717400000.0
2279.0,23173694.0,32620726.0,182676770.0,381124300000.0,26160670.0,2583624400000.0
2280.0,22914466.0,31063202.0,182813330.0,377682170000.0,26287394.0,2560243300000.0
2281.0,23596498.0,31483392.0,183630180.0,372791840000.0,26211830.0,2539625000000.0
2282.0,23428810.0,31435110.0,182820020.0,368681100000.0,26694102.0,2531269500000.0
2283.0,23158986.0,35245104.0,198380910.0,366413800000.0,27253586.0,2513872400000.0
2284.0,23760514.0,31815696.0,184262780.0,364890820000.0,26905858.0,2492141700000.0
2285.0,23255486.0,33568050.0,181498430.0,362002970000.0,26380022.0,2498922800000.0
2286.0,23108670.0,32728980.0,179063790.0,358983530000.0,25795188.0,2479860000000.0
2287.0,23104416.0,31737126.0,178712500.0,352537300000.0,26848042.0,2470813000000.0
2288.0,22956546.0,31314588.0,177027250.0,349643930000.0,26736250.0,2462172300000.0
2289.0,23296640.0,30968614.0,173603340.0,347268020000.0,26672454.0,2461452500000.0
2290.0,23157490.0,31327960.0,171064660.0,342264300000.0,25786342.0,2430605000000.0
2291.0,22992456.0,36480144.0,171581040.0,339559580000.0,26015520.0,2407629800000.0
2292.0,22583676.0,34063524.0,171884560.0,334908650000.0,25824280.0,2392810300000.0
2293.0,22656924.0,30658866.0,168855330.0,330135100000.0,25561104.0,2368197600000.0
2294.0,22696672.0,29980982.0,170496940.0,325594320000.0,25026658.0,2363105200000.0
2295.0,22583794.0,30059168.0,171937380.0,321921650000.0,25262234.0,2384862000000.0
2296.0,22570438.0,29920836.0,171769090.0,318519380000.0,25988572.0,2365263000000.0
2297.0,23135886.0,40390470.0,171598640.0,315424500000.0,26296976.0,2351356700000.0
2298.0,23386118.0,31922760.0,171931700.0,312183420000.0,25840834.0,2336355300000.0
2299.0,22963272.0,31644276.0,177903400.0,306934100000.0,25996116.0,2349518300000.0
2300.0,22829818.0,32165586.0,170414540.0,302690400000.0,25168156.0,2336691800000.0
