time,FGOALS-F3-L,NORESM2-MM,EC-EARTH3-VEG,ACCESS-CM2,INM-CM5-0,CESM2,TAIESM1,MPI-ESM1-2-HR,CAMS-CSM1-0,BCC-CSM2-MR,GFDL-ESM4,CMCC-CM2-SR5,ACCESS-ESM1-5,MRI-ESM2-0,IPSL-CM6A-LR,EC-EARTH3,CANESM5,CESM2-WACCM,INM-CM4-8
2059.0,1681800700000.0,1633050000000.0,1705023200000.0,1480579200000.0,1617919300000.0,1414974700000.0,1372432600000.0,1807828600000.0,1975892300000.0,1638958800000.0,1852323800000.0,1662581200000.0,1404495200000.0,1475091800000.0,1432431200000.0,1412078600000.0,892678900000.0,1559992900000.0,1792659700000.0
2060.0,1646787400000.0,1589304900000.0,1664324600000.0,1445489700000.0,1584734300000.0,1362936900000.0,1321427400000.0,1770889300000.0,1930498400000.0,1591427700000.0,1808564200000.0,1610055700000.0,1368838600000.0,1436886100000.0,1383018900000.0,1379763200000.0,850391470000.0,1520466000000.0,1759293500000.0
2061.0,1603642900000.0,1549257800000.0,1611876800000.0,1399845400000.0,1554121000000.0,1322563900000.0,1271983500000.0,1742048600000.0,1889179000000.0,1534137000000.0,1765543600000.0,1564025200000.0,1331691300000.0,1395621400000.0,1342996000000.0,1336424300000.0,808380140000.0,1470287600000.0,1703213500000.0
2062.0,1557857800000.0,1511353000000.0,1552843400000.0,1353037100000.0,1516861700000.0,1277202000000.0,1229563400000.0,1702216600000.0,1848164500000.0,1474391000000.0,1740906700000.0,1519279800000.0,1286915500000.0,1351906500000.0,1303236400000.0,1289883500000.0,768414000000.0,1430446700000.0,1679229800000.0
2063.0,1537111900000.0,1467093700000.0,1516727000000.0,1313929700000.0,1473248200000.0,1244704300000.0,1186083100000.0,1652803100000.0,1807088400000.0,1425054200000.0,1715262000000.0,1473662800000.0,1253724900000.0,1314491700000.0,1259273300000.0,1250469300000.0,738307000000.0,1399823800000.0,1648198200000.0
2064.0,1498447700000.0,1427199400000.0,1475226500000.0,1280660000000.0,1442283700000.0,1196991800000.0,1144100200000.0,1601252900000.0,1764743000000.0,1367003800000.0,1689059100000.0,1422984200000.0,1219090600000.0,1268582600000.0,1219216500000.0,1216508300000.0,702052800000.0,1360931700000.0,1622391300000.0
2065.0,1456183700000.0,1388074200000.0,1433534500000.0,1226654600000.0,1401412100000.0,1149971600000.0,1097312440000.0,1550799900000.0,1747781200000.0,1321958400000.0,1663398600000.0,1362435200000.0,1182821000000.0,1240385800000.0,1177170000000.0,1182031400000.0,666396600000.0,1330497500000.0,1588965500000.0
2066.0,1418874300000.0,1356712900000.0,1392938500000.0,1178152300000.0,1364697500000.0,1119656000000.0,1056026000000.0,1530130600000.0,1705771000000.0,1269781600000.0,1628897500000.0,1312295700000.0,1144071700000.0,1208327700000.0,1138611700000.0,1146912100000.0,625168600000.0,1300790400000.0,1551926800000.0
2067.0,1380332100000.0,1326343700000.0,1356043300000.0,1143261800000.0,1334280000000.0,1083866200000.0,1021734350000.0,1494812500000.0,1664376500000.0,1209897700000.0,1598287500000.0,1262786600000.0,1095999700000.0,1178693900000.0,1104331900000.0,1109849100000.0,593185540000.0,1261593700000.0,1523971400000.0
2068.0,1329037800000.0,1296503400000.0,1313004300000.0,1096539000000.0,1298343700000.0,1050302740000.0,972582900000.0,1449637200000.0,1629036000000.0,1157535500000.0,1568197800000.0,1212849700000.0,1061531000000.0,1137848900000.0,1064792700000.0,1083434600000.0,563308900000.0,1220387800000.0,1493671100000.0
2069.0,1297466300000.0,1261129700000.0,1283332000000.0,1056853460000.0,1273043700000.0,1011684200000.0,935632400000.0,1417300000000.0,1593233500000.0,1104879800000.0,1536417900000.0,1170912300000.0,1026482400000.0,1111568200000.0,1027686200000.0,1046371000000.0,528363650000.0,1191259500000.0,1464661700000.0
2070.0,1266028200000.0,1229584500000.0,1245526000000.0,1016941100000.0,1234453000000.0,980190800000.0,903209300000.0,1392382600000.0,1557673000000.0,1060834640000.0,1511754300000.0,1129367200000.0,988929700000.0,1080074760000.0,986310100000.0,1016524000000.0,496947430000.0,1154195400000.0,1408714500000.0
2071.0,1228356600000.0,1191714500000.0,1203146700000.0,974931200000.0,1200460300000.0,942674350000.0,869016670000.0,1358867000000.0,1519545600000.0,1010713800000.0,1485903200000.0,1092524000000.0,949429600000.0,1049433150000.0,950453000000.0,982025500000.0,467888570000.0,1119055100000.0,1372993100000.0
2072.0,1187372100000.0,1154448400000.0,1157433900000.0,937036740000.0,1169099300000.0,912185400000.0,836960060000.0,1316180700000.0,1482547100000.0,968663000000.0,1451459900000.0,1056219600000.0,913009800000.0,1019070200000.0,914357500000.0,946831750000.0,441516720000.0,1084809150000.0,1345145800000.0
