,cmip,gcm_original,gcm,scenario,rgi_reg,end_year,bias_correction,perc_area_missing,fpath,exp,historical_future_option,oggm_version
ISIMIP3b_CMIP6:2100:IPSL-CM6A-LR:ssp119:RGI09,ISIMIP3b_CMIP6,ipsl-cm6a-lr,IPSL-CM6A-LR,ssp119,RGI09,2101,ISIMIP3b:1979-2014,0.00022484280386729621,/home/www/oggm/oggm-standard-projections/oggm_v16/2025.6/w5e5/per_glacier_spinup/ISIMIP3b_CMIP6/2100/RGI09/run_hydro_w5e5_gcm_merged_ipsl-cm6a-lr_r1i1p1f1_ssp119_endyr2101_Batch_*,per_glacier_spinup,w5e5_gcm_merged,oggm_v1.6.3_2025.6
ISIMIP3b_CMIP6:2100:MRI-ESM2-0:ssp370:RGI09,ISIMIP3b_CMIP6,mri-esm2-0,MRI-ESM2-0,ssp370,RGI09,2101,ISIMIP3b:1979-2014,0.00022484280386729621,/home/www/oggm/oggm-standard-projections/oggm_v16/2025.6/w5e5/per_glacier_spinup/ISIMIP3b_CMIP6/2100/RGI09/run_hydro_w5e5_gcm_merged_mri-esm2-0_r1i1p1f1_ssp370_endyr2101_Batch_*,per_glacier_spinup,w5e5_gcm_merged,oggm_v1.6.3_2025.6
ISIMIP3b_CMIP6:2100:UKESM1-0-LL:ssp119:RGI09,ISIMIP3b_CMIP6,ukesm1-0-ll,UKESM1-0-LL,ssp119,RGI09,2101,ISIMIP3b:1979-2014,0.00022484280386729621,/home/www/oggm/oggm-standard-projections/oggm_v16/2025.6/w5e5/per_glacier_spinup/ISIMIP3b_CMIP6/2100/RGI09/run_hydro_w5e5_gcm_merged_ukesm1-0-ll_r1i1p1f2_ssp119_endyr2101_Batch_*,per_glacier_spinup,w5e5_gcm_merged,oggm_v1.6.3_2025.6
ISIMIP3b_CMIP6:2100:CNRM-ESM2-1:ssp126:RGI09,ISIMIP3b_CMIP6,cnrm-esm2-1,CNRM-ESM2-1,ssp126,RGI09,2101,ISIMIP3b:1979-2014,0.00022484280386729621,/home/www/oggm/oggm-standard-projections/oggm_v16/2025.6/w5e5/per_glacier_spinup/ISIMIP3b_CMIP6/2100/RGI09/run_hydro_w5e5_gcm_merged_cnrm-esm2-1_r1i1p1f2_ssp126_endyr2101_Batch_*,per_glacier_spinup,w5e5_gcm_merged,oggm_v1.6.3_2025.6
ISIMIP3b_CMIP6:2100:EC-EARTH3:ssp126:RGI09,ISIMIP3b_CMIP6,ec-earth3,EC-EARTH3,ssp126,RGI09,2101,ISIMIP3b:1979-2014,0.00022484280386729621,/home/www/oggm/oggm-standard-projections/oggm_v16/2025.6/w5e5/per_glacier_spinup/ISIMIP3b_CMIP6/2100/RGI09/run_hydro_w5e5_gcm_merged_ec-earth3_r1i1p1f1_ssp126_endyr2101_Batch_*,per_glacier_spinup,w5e5_gcm_merged,oggm_v1.6.3_2025.6
ISIMIP3b_CMIP6:2100:MRI-ESM2-0:ssp370:RGI04,ISIMIP3b_CMIP6,mri-esm2-0,MRI-ESM2-0,ssp370,RGI04,2101,ISIMIP3b:1979-2014,9.217812031374898e-05,/home/www/oggm/oggm-standard-projections/oggm_v16/2025.6/w5e5/per_glacier_spinup/ISIMIP3b_CMIP6/2100/RGI04/run_hydro_w5e5_gcm_merged_mri-esm2-0_r1i1p1f1_ssp370_endyr2101_Batch_*,per_glacier_spinup,w5e5_gcm_merged,oggm_v1.6.3_2025.6
ISIMIP3b_CMIP6:2100:KACE-1-0-G:ssp370:RGI04,ISIMIP3b_CMIP6,kace-1-0-g,KACE-1-0-G,ssp370,RGI04,2101,ISIMIP3b:1979-2014,9.093081754484444e-05,/home/www/oggm/oggm-standard-projections/oggm_v16/2025.6/w5e5/per_glacier_spinup/ISIMIP3b_CMIP6/2100/RGI04/run_hydro_w5e5_gcm_merged_kace-1-0-g_r1i1p1f1_ssp370_endyr2101_Batch_*,per_glacier_spinup,w5e5_gcm_merged,oggm_v1.6.3_2025.6
ISIMIP3b_CMIP6:2100:MPI-ESM1-2-HR:ssp370:RGI04,ISIMIP3b_CMIP6,mpi-esm1-2-hr,MPI-ESM1-2-HR,ssp370,RGI04,2101,ISIMIP3b:1979-2014,0.00010628976144429641,/home/www/oggm/oggm-standard-projections/oggm_v16/2025.6/w5e5/per_glacier_spinup/ISIMIP3b_CMIP6/2100/RGI04/run_hydro_w5e5_gcm_merged_mpi-esm1-2-hr_r1i1p1f1_ssp370_endyr2101_Batch_*,per_glacier_spinup,w5e5_gcm_merged,oggm_v1.6.3_2025.6
ISIMIP3b_CMIP6:2100:IPSL-CM6A-LR:ssp585:RGI04,ISIMIP3b_CMIP6,ipsl-cm6a-lr,IPSL-CM6A-LR,ssp585,RGI04,2101,ISIMIP3b:1979-2014,8.980579936112663e-05,/home/www/oggm/oggm-standard-projections/oggm_v16/2025.6/w5e5/per_glacier_spinup/ISIMIP3b_CMIP6/2100/RGI04/run_hydro_w5e5_gcm_merged_ipsl-cm6a-lr_r1i1p1f1_ssp585_endyr2101_Batch_*,per_glacier_spinup,w5e5_gcm_merged,oggm_v1.6.3_2025.6
ISIMIP3b_CMIP6:2100:GFDL-ESM4:ssp370:RGI04,ISIMIP3b_CMIP6,gfdl-esm4,GFDL-ESM4,ssp370,RGI04,2101,ISIMIP3b:1979-2014,0.00010044455827237118,/home/www/oggm/oggm-standard-projections/oggm_v16/2025.6/w5e5/per_glacier_spinup/ISIMIP3b_CMIP6/2100/RGI04/run_hydro_w5e5_gcm_merged_gfdl-esm4_r1i1p1f1_ssp370_endyr2101_Batch_*,per_glacier_spinup,w5e5_gcm_merged,oggm_v1.6.3_2025.6
ISIMIP3b_CMIP6:2100:CNRM-ESM2-1:ssp585:RGI04,ISIMIP3b_CMIP6,cnrm-esm2-1,CNRM-ESM2-1,ssp585,RGI04,2101,ISIMIP3b:1979-2014,8.855849659222208e-05,/home/www/oggm/oggm-standard-projections/oggm_v16/2025.6/w5e5/per_glacier_spinup/ISIMIP3b_CMIP6/2100/RGI04/run_hydro_w5e5_gcm_merged_cnrm-esm2-1_r1i1p1f2_ssp585_endyr2101_Batch_*,per_glacier_spinup,w5e5_gcm_merged,oggm_v1.6.3_2025.6
ISIMIP3b_CMIP6:2100:CANESM5:ssp370:RGI04,ISIMIP3b_CMIP6,canesm5,CANESM5,ssp370,RGI04,2101,ISIMIP3b:1979-2014,8.980579936112663e-05,/home/www/oggm/oggm-standard-projections/oggm_v16/2025.6/w5e5/per_glacier_spinup/ISIMIP3b_CMIP6/2100/RGI04/run_hydro_w5e5_gcm_merged_canesm5_r1i1p1f1_ssp370_endyr2101_Batch_*,per_glacier_spinup,w5e5_gcm_merged,oggm_v1.6.3_2025.6
ISIMIP3b_CMIP6:2100:UKESM1-0-LL:ssp245:RGI04,ISIMIP3b_CMIP6,ukesm1-0-ll,UKESM1-0-LL,ssp245,RGI04,2101,ISIMIP3b:1979-2014,8.855849659222208e-05,/home/www/oggm/oggm-standard-projections/oggm_v16/2025.6/w5e5/per_glacier_spinup/ISIMIP3b_CMIP6/2100/RGI04/run_hydro_w5e5_gcm_merged_ukesm1-0-ll_r1i1p1f2_ssp245_endyr2101_Batch_*,per_glacier_spinup,w5e5_gcm_merged,oggm_v1.6.3_2025.6
ISIMIP3b_CMIP6:2100:CNRM-CM6-1:ssp126:RGI04,ISIMIP3b_CMIP6,cnrm-cm6-1,CNRM-CM6-1,ssp126,RGI04,2101,ISIMIP3b:1979-2014,0.00018675301849715764,/home/www/oggm/oggm-standard-projections/oggm_v16/2025.6/w5e5/per_glacier_spinup/ISIMIP3b_CMIP6/2100/RGI04/run_hydro_w5e5_gcm_merged_cnrm-cm6-1_r1i1p1f2_ssp126_endyr2101_Batch_*,per_glacier_spinup,w5e5_gcm_merged,oggm_v1.6.3_2025.6
ISIMIP3b_CMIP6:2100:UKESM1-0-LL:ssp534-over:RGI04,ISIMIP3b_CMIP6,ukesm1-0-ll,UKESM1-0-LL,ssp534-over,RGI04,2101,ISIMIP3b:1979-2014,8.855849659222208e-05,/home/www/oggm/oggm-standard-projections/oggm_v16/2025.6/w5e5/per_glacier_spinup/ISIMIP3b_CMIP6/2100/RGI04/run_hydro_w5e5_gcm_merged_ukesm1-0-ll_r1i1p1f2_ssp534-over_endyr2101_Batch_*,per_glacier_spinup,w5e5_gcm_merged,oggm_v1.6.3_2025.6
ISIMIP3b_CMIP6:2100:UKESM1-0-LL:ssp585:RGI04,ISIMIP3b_CMIP6,ukesm1-0-ll,UKESM1-0-LL,ssp585,RGI04,2101,ISIMIP3b:1979-2014,8.855849659222208e-05,/home/www/oggm/oggm-standard-projections/oggm_v16/2025.6/w5e5/per_glacier_spinup/ISIMIP3b_CMIP6/2100/RGI04/run_hydro_w5e5_gcm_merged_ukesm1-0-ll_r1i1p1f2_ssp585_endyr2101_Batch_*,per_glacier_spinup,w5e5_gcm_merged,oggm_v1.6.3_2025.6
ISIMIP3b_CMIP6:2100:IPSL-CM6A-LR:ssp245:RGI04,ISIMIP3b_CMIP6,ipsl-cm6a-lr,IPSL-CM6A-LR,ssp245,RGI04,2101,ISIMIP3b:1979-2014,8.855849659222208e-05,/home/www/oggm/oggm-standard-projections/oggm_v16/2025.6/w5e5/per_glacier_spinup/ISIMIP3b_CMIP6/2100/RGI04/run_hydro_w5e5_gcm_merged_ipsl-cm6a-lr_r1i1p1f1_ssp245_endyr2101_Batch_*,per_glacier_spinup,w5e5_gcm_merged,oggm_v1.6.3_2025.6
ISIMIP3b_CMIP6:2100:IITM-ESM:ssp126:RGI04,ISIMIP3b_CMIP6,iitm-esm,IITM-ESM,ssp126,RGI04,2100,ISIMIP3b:1979-2014,8.980579936112663e-05,/home/www/oggm/oggm-standard-projections/oggm_v16/2025.6/w5e5/per_glacier_spinup/ISIMIP3b_CMIP6/2100/RGI04/run_hydro_w5e5_gcm_merged_iitm-esm_r1i1p1f1_ssp126_endyr2100_Batch_*,per_glacier_spinup,w5e5_gcm_merged,oggm_v1.6.3_2025.6
ISIMIP3b_CMIP6:2100:UKESM1-0-LL:ssp119:RGI04,ISIMIP3b_CMIP6,ukesm1-0-ll,UKESM1-0-LL,ssp119,RGI04,2101,ISIMIP3b:1979-2014,8.855849659222208e-05,/home/www/oggm/oggm-standard-projections/oggm_v16/2025.6/w5e5/per_glacier_spinup/ISIMIP3b_CMIP6/2100/RGI04/run_hydro_w5e5_gcm_merged_ukesm1-0-ll_r1i1p1f2_ssp119_endyr2101_Batch_*,per_glacier_spinup,w5e5_gcm_merged,oggm_v1.6.3_2025.6
ISIMIP3b_CMIP6:2100:IITM-ESM:ssp245:RGI04,ISIMIP3b_CMIP6,iitm-esm,IITM-ESM,ssp245,RGI04,2100,ISIMIP3b:1979-2014,8.980579936112663e-05,/home/www/oggm/oggm-standard-projections/oggm_v16/2025.6/w5e5/per_glacier_spinup/ISIMIP3b_CMIP6/2100/RGI04/run_hydro_w5e5_gcm_merged_iitm-esm_r1i1p1f1_ssp245_endyr2100_Batch_*,per_glacier_spinup,w5e5_gcm_merged,oggm_v1.6.3_2025.6
ISIMIP3b_CMIP6:2100:IPSL-CM6A-LR:ssp126:RGI04,ISIMIP3b_CMIP6,ipsl-cm6a-lr,IPSL-CM6A-LR,ssp126,RGI04,2101,ISIMIP3b:1979-2014,8.855849659222208e-05,/home/www/oggm/oggm-standard-projections/oggm_v16/2025.6/w5e5/per_glacier_spinup/ISIMIP3b_CMIP6/2100/RGI04/run_hydro_w5e5_gcm_merged_ipsl-cm6a-lr_r1i1p1f1_ssp126_endyr2101_Batch_*,per_glacier_spinup,w5e5_gcm_merged,oggm_v1.6.3_2025.6
ISIMIP3b_CMIP6:2100:MRI-ESM2-0:ssp534-over:RGI04,ISIMIP3b_CMIP6,mri-esm2-0,MRI-ESM2-0,ssp534-over,RGI04,2101,ISIMIP3b:1979-2014,0.00011812690929037081,/home/www/oggm/oggm-standard-projections/oggm_v16/2025.6/w5e5/per_glacier_spinup/ISIMIP3b_CMIP6/2100/RGI04/run_hydro_w5e5_gcm_merged_mri-esm2-0_r1i1p1f1_ssp534-over_endyr2101_Batch_*,per_glacier_spinup,w5e5_gcm_merged,oggm_v1.6.3_2025.6
ISIMIP3b_CMIP6:2100:CNRM-ESM2-1:ssp126:RGI04,ISIMIP3b_CMIP6,cnrm-esm2-1,CNRM-ESM2-1,ssp126,RGI04,2101,ISIMIP3b:1979-2014,0.0001169529772725783,/home/www/oggm/oggm-standard-projections/oggm_v16/2025.6/w5e5/per_glacier_spinup/ISIMIP3b_CMIP6/2100/RGI04/run_hydro_w5e5_gcm_merged_cnrm-esm2-1_r1i1p1f2_ssp126_endyr2101_Batch_*,per_glacier_spinup,w5e5_gcm_merged,oggm_v1.6.3_2025.6
ISIMIP3b_CMIP6:2100:CNRM-CM6-1:ssp585:RGI04,ISIMIP3b_CMIP6,cnrm-cm6-1,CNRM-CM6-1,ssp585,RGI04,2101,ISIMIP3b:1979-2014,0.00010044455827237118,/home/www/oggm/oggm-standard-projections/oggm_v16/2025.6/w5e5/per_glacier_spinup/ISIMIP3b_CMIP6/2100/RGI04/run_hydro_w5e5_gcm_merged_cnrm-cm6-1_r1i1p1f2_ssp585_endyr2101_Batch_*,per_glacier_spinup,w5e5_gcm_merged,oggm_v1.6.3_2025.6
ISIMIP3b_CMIP6:2100:IPSL-CM6A-LR:ssp119:RGI04,ISIMIP3b_CMIP6,ipsl-cm6a-lr,IPSL-CM6A-LR,ssp119,RGI04,2101,ISIMIP3b:1979-2014,8.855849659222208e-05,/home/www/oggm/oggm-standard-projections/oggm_v16/2025.6/w5e5/per_glacier_spinup/ISIMIP3b_CMIP6/2100/RGI04/run_hydro_w5e5_gcm_merged_ipsl-cm6a-lr_r1i1p1f1_ssp119_endyr2101_Batch_*,per_glacier_spinup,w5e5_gcm_merged,oggm_v1.6.3_2025.6
ISIMIP3b_CMIP6:2100:EC-EARTH3:ssp370:RGI04,ISIMIP3b_CMIP6,ec-earth3,EC-EARTH3,ssp370,RGI04,2101,ISIMIP3b:1979-2014,8.447419144698567e-05,/home/www/oggm/oggm-standard-projections/oggm_v16/2025.6/w5e5/per_glacier_spinup/ISIMIP3b_CMIP6/2100/RGI04/run_hydro_w5e5_gcm_merged_ec-earth3_r1i1p1f1_ssp370_endyr2101_Batch_*,per_glacier_spinup,w5e5_gcm_merged,oggm_v1.6.3_2025.6
ISIMIP3b_CMIP6:2100:UKESM1-0-LL:ssp126:RGI04,ISIMIP3b_CMIP6,ukesm1-0-ll,UKESM1-0-LL,ssp126,RGI04,2101,ISIMIP3b:1979-2014,8.855849659222208e-05,/home/www/oggm/oggm-standard-projections/oggm_v16/2025.6/w5e5/per_glacier_spinup/ISIMIP3b_CMIP6/2100/RGI04/run_hydro_w5e5_gcm_merged_ukesm1-0-ll_r1i1p1f2_ssp126_endyr2101_Batch_*,per_glacier_spinup,w5e5_gcm_merged,oggm_v1.6.3_2025.6
ISIMIP3b_CMIP6:2100:CNRM-ESM2-1:ssp534-over:RGI04,ISIMIP3b_CMIP6,cnrm-esm2-1,CNRM-ESM2-1,ssp534-over,RGI04,2101,ISIMIP3b:1979-2014,8.855849659222208e-05,/home/www/oggm/oggm-standard-projections/oggm_v16/2025.6/w5e5/per_glacier_spinup/ISIMIP3b_CMIP6/2100/RGI04/run_hydro_w5e5_gcm_merged_cnrm-esm2-1_r1i1p1f2_ssp534-over_endyr2101_Batch_*,per_glacier_spinup,w5e5_gcm_merged,oggm_v1.6.3_2025.6
ISIMIP3b_CMIP6:2100:IITM-ESM:ssp585:RGI04,ISIMIP3b_CMIP6,iitm-esm,IITM-ESM,ssp585,RGI04,2100,ISIMIP3b:1979-2014,8.855849659222208e-05,/home/www/oggm/oggm-standard-projections/oggm_v16/2025.6/w5e5/per_glacier_spinup/ISIMIP3b_CMIP6/2100/RGI04/run_hydro_w5e5_gcm_merged_iitm-esm_r1i1p1f1_ssp585_endyr2100_Batch_*,per_glacier_spinup,w5e5_gcm_merged,oggm_v1.6.3_2025.6
ISIMIP3b_CMIP6:2100:CESM2-WACCM:ssp370:RGI04,ISIMIP3b_CMIP6,cesm2-waccm,CESM2-WACCM,ssp370,RGI04,2101,ISIMIP3b:1979-2014,9.562654561601447e-05,/home/www/oggm/oggm-standard-projections/oggm_v16/2025.6/w5e5/per_glacier_spinup/ISIMIP3b_CMIP6/2100/RGI04/run_hydro_w5e5_gcm_merged_cesm2-waccm_r1i1p1f1_ssp370_endyr2101_Batch_*,per_glacier_spinup,w5e5_gcm_merged,oggm_v1.6.3_2025.6
ISIMIP3b_CMIP6:2100:IPSL-CM6A-LR:ssp460:RGI04,ISIMIP3b_CMIP6,ipsl-cm6a-lr,IPSL-CM6A-LR,ssp460,RGI04,2101,ISIMIP3b:1979-2014,0.00010044455827237118,/home/www/oggm/oggm-standard-projections/oggm_v16/2025.6/w5e5/per_glacier_spinup/ISIMIP3b_CMIP6/2100/RGI04/run_hydro_w5e5_gcm_merged_ipsl-cm6a-lr_r1i1p1f1_ssp460_endyr2101_Batch_*,per_glacier_spinup,w5e5_gcm_merged,oggm_v1.6.3_2025.6
ISIMIP3b_CMIP6:2100:TAIESM1:ssp370:RGI04,ISIMIP3b_CMIP6,taiesm1,TAIESM1,ssp370,RGI04,2101,ISIMIP3b:1979-2014,8.855849659222208e-05,/home/www/oggm/oggm-standard-projections/oggm_v16/2025.6/w5e5/per_glacier_spinup/ISIMIP3b_CMIP6/2100/RGI04/run_hydro_w5e5_gcm_merged_taiesm1_r1i1p1f1_ssp370_endyr2101_Batch_*,per_glacier_spinup,w5e5_gcm_merged,oggm_v1.6.3_2025.6
ISIMIP3b_CMIP6:2100:MIROC6:ssp370:RGI04,ISIMIP3b_CMIP6,miroc6,MIROC6,ssp370,RGI04,2101,ISIMIP3b:1979-2014,8.980579936112663e-05,/home/www/oggm/oggm-standard-projections/oggm_v16/2025.6/w5e5/per_glacier_spinup/ISIMIP3b_CMIP6/2100/RGI04/run_hydro_w5e5_gcm_merged_miroc6_r1i1p1f1_ssp370_endyr2101_Batch_*,per_glacier_spinup,w5e5_gcm_merged,oggm_v1.6.3_2025.6
ISIMIP3b_CMIP6:2100:GFDL-ESM4:ssp245:RGI04,ISIMIP3b_CMIP6,gfdl-esm4,GFDL-ESM4,ssp245,RGI04,2101,ISIMIP3b:1979-2014,0.00016975546115620367,/home/www/oggm/oggm-standard-projections/oggm_v16/2025.6/w5e5/per_glacier_spinup/ISIMIP3b_CMIP6/2100/RGI04/run_hydro_w5e5_gcm_merged_gfdl-esm4_r1i1p1f1_ssp245_endyr2101_Batch_*,per_glacier_spinup,w5e5_gcm_merged,oggm_v1.6.3_2025.6
ISIMIP3b_CMIP6:2100:MPI-ESM1-2-HR:ssp245:RGI04,ISIMIP3b_CMIP6,mpi-esm1-2-hr,MPI-ESM1-2-HR,ssp245,RGI04,2101,ISIMIP3b:1979-2014,0.00011766222786666128,/home/www/oggm/oggm-standard-projections/oggm_v16/2025.6/w5e5/per_glacier_spinup/ISIMIP3b_CMIP6/2100/RGI04/run_hydro_w5e5_gcm_merged_mpi-esm1-2-hr_r1i1p1f1_ssp245_endyr2101_Batch_*,per_glacier_spinup,w5e5_gcm_merged,oggm_v1.6.3_2025.6
ISIMIP3b_CMIP6:2100:UKESM1-0-LL:ssp370:RGI04,ISIMIP3b_CMIP6,ukesm1-0-ll,UKESM1-0-LL,ssp370,RGI04,2101,ISIMIP3b:1979-2014,8.855849659222208e-05,/home/www/oggm/oggm-standard-projections/oggm_v16/2025.6/w5e5/per_glacier_spinup/ISIMIP3b_CMIP6/2100/RGI04/run_hydro_w5e5_gcm_merged_ukesm1-0-ll_r1i1p1f2_ssp370_endyr2101_Batch_*,per_glacier_spinup,w5e5_gcm_merged,oggm_v1.6.3_2025.6
ISIMIP3b_CMIP6:2100:EC-EARTH3:ssp126:RGI04,ISIMIP3b_CMIP6,ec-earth3,EC-EARTH3,ssp126,RGI04,2101,ISIMIP3b:1979-2014,8.447419144698567e-05,/home/www/oggm/oggm-standard-projections/oggm_v16/2025.6/w5e5/per_glacier_spinup/ISIMIP3b_CMIP6/2100/RGI04/run_hydro_w5e5_gcm_merged_ec-earth3_r1i1p1f1_ssp126_endyr2101_Batch_*,per_glacier_spinup,w5e5_gcm_merged,oggm_v1.6.3_2025.6
ISIMIP3b_CMIP6:2100:CANESM5:ssp534-over:RGI04,ISIMIP3b_CMIP6,canesm5,CANESM5,ssp534-over,RGI04,2101,ISIMIP3b:1979-2014,8.980579936112663e-05,/home/www/oggm/oggm-standard-projections/oggm_v16/2025.6/w5e5/per_glacier_spinup/ISIMIP3b_CMIP6/2100/RGI04/run_hydro_w5e5_gcm_merged_canesm5_r1i1p1f1_ssp534-over_endyr2101_Batch_*,per_glacier_spinup,w5e5_gcm_merged,oggm_v1.6.3_2025.6
ISIMIP3b_CMIP6:2100:MPI-ESM1-2-HR:ssp585:RGI04,ISIMIP3b_CMIP6,mpi-esm1-2-hr,MPI-ESM1-2-HR,ssp585,RGI04,2101,ISIMIP3b:1979-2014,0.00010628976144429641,/home/www/oggm/oggm-standard-projections/oggm_v16/2025.6/w5e5/per_glacier_spinup/ISIMIP3b_CMIP6/2100/RGI04/run_hydro_w5e5_gcm_merged_mpi-esm1-2-hr_r1i1p1f1_ssp585_endyr2101_Batch_*,per_glacier_spinup,w5e5_gcm_merged,oggm_v1.6.3_2025.6
ISIMIP3b_CMIP6:2100:CANESM5:ssp585:RGI04,ISIMIP3b_CMIP6,canesm5,CANESM5,ssp585,RGI04,2101,ISIMIP3b:1979-2014,8.980579936112663e-05,/home/www/oggm/oggm-standard-projections/oggm_v16/2025.6/w5e5/per_glacier_spinup/ISIMIP3b_CMIP6/2100/RGI04/run_hydro_w5e5_gcm_merged_canesm5_r1i1p1f1_ssp585_endyr2101_Batch_*,per_glacier_spinup,w5e5_gcm_merged,oggm_v1.6.3_2025.6
ISIMIP3b_CMIP6:2100:CNRM-ESM2-1:ssp370:RGI04,ISIMIP3b_CMIP6,cnrm-esm2-1,CNRM-ESM2-1,ssp370,RGI04,2101,ISIMIP3b:1979-2014,8.980579936112663e-05,/home/www/oggm/oggm-standard-projections/oggm_v16/2025.6/w5e5/per_glacier_spinup/ISIMIP3b_CMIP6/2100/RGI04/run_hydro_w5e5_gcm_merged_cnrm-esm2-1_r1i1p1f2_ssp370_endyr2101_Batch_*,per_glacier_spinup,w5e5_gcm_merged,oggm_v1.6.3_2025.6
ISIMIP3b_CMIP6:2100:IPSL-CM6A-LR:ssp370:RGI04,ISIMIP3b_CMIP6,ipsl-cm6a-lr,IPSL-CM6A-LR,ssp370,RGI04,2101,ISIMIP3b:1979-2014,8.980579936112663e-05,/home/www/oggm/oggm-standard-projections/oggm_v16/2025.6/w5e5/per_glacier_spinup/ISIMIP3b_CMIP6/2100/RGI04/run_hydro_w5e5_gcm_merged_ipsl-cm6a-lr_r1i1p1f1_ssp370_endyr2101_Batch_*,per_glacier_spinup,w5e5_gcm_merged,oggm_v1.6.3_2025.6
ISIMIP3b_CMIP6:2100:GFDL-ESM4:ssp585:RGI04,ISIMIP3b_CMIP6,gfdl-esm4,GFDL-ESM4,ssp585,RGI04,2101,ISIMIP3b:1979-2014,9.462381201748337e-05,/home/www/oggm/oggm-standard-projections/oggm_v16/2025.6/w5e5/per_glacier_spinup/ISIMIP3b_CMIP6/2100/RGI04/run_hydro_w5e5_gcm_merged_gfdl-esm4_r1i1p1f1_ssp585_endyr2101_Batch_*,per_glacier_spinup,w5e5_gcm_merged,oggm_v1.6.3_2025.6
ISIMIP3b_CMIP6:2100:MRI-ESM2-0:ssp245:RGI04,ISIMIP3b_CMIP6,mri-esm2-0,MRI-ESM2-0,ssp245,RGI04,2101,ISIMIP3b:1979-2014,8.980579936112663e-05,/home/www/oggm/oggm-standard-projections/oggm_v16/2025.6/w5e5/per_glacier_spinup/ISIMIP3b_CMIP6/2100/RGI04/run_hydro_w5e5_gcm_merged_mri-esm2-0_r1i1p1f1_ssp245_endyr2101_Batch_*,per_glacier_spinup,w5e5_gcm_merged,oggm_v1.6.3_2025.6
ISIMIP3b_CMIP6:2100:IPSL-CM6A-LR:ssp534-over:RGI04,ISIMIP3b_CMIP6,ipsl-cm6a-lr,IPSL-CM6A-LR,ssp534-over,RGI04,2101,ISIMIP3b:1979-2014,8.980579936112663e-05,/home/www/oggm/oggm-standard-projections/oggm_v16/2025.6/w5e5/per_glacier_spinup/ISIMIP3b_CMIP6/2100/RGI04/run_hydro_w5e5_gcm_merged_ipsl-cm6a-lr_r1i1p1f1_ssp534-over_endyr2101_Batch_*,per_glacier_spinup,w5e5_gcm_merged,oggm_v1.6.3_2025.6
ISIMIP3b_CMIP6:2100:MIROC6:ssp126:RGI04,ISIMIP3b_CMIP6,miroc6,MIROC6,ssp126,RGI04,2101,ISIMIP3b:1979-2014,8.980579936112663e-05,/home/www/oggm/oggm-standard-projections/oggm_v16/2025.6/w5e5/per_glacier_spinup/ISIMIP3b_CMIP6/2100/RGI04/run_hydro_w5e5_gcm_merged_miroc6_r1i1p1f1_ssp126_endyr2101_Batch_*,per_glacier_spinup,w5e5_gcm_merged,oggm_v1.6.3_2025.6
ISIMIP3b_CMIP6:2100:KACE-1-0-G:ssp585:RGI04,ISIMIP3b_CMIP6,kace-1-0-g,KACE-1-0-G,ssp585,RGI04,2101,ISIMIP3b:1979-2014,9.217812031374898e-05,/home/www/oggm/oggm-standard-projections/oggm_v16/2025.6/w5e5/per_glacier_spinup/ISIMIP3b_CMIP6/2100/RGI04/run_hydro_w5e5_gcm_merged_kace-1-0-g_r1i1p1f1_ssp585_endyr2101_Batch_*,per_glacier_spinup,w5e5_gcm_merged,oggm_v1.6.3_2025.6
ISIMIP3b_CMIP6:2100:CESM2-WACCM:ssp126:RGI04,ISIMIP3b_CMIP6,cesm2-waccm,CESM2-WACCM,ssp126,RGI04,2101,ISIMIP3b:1979-2014,8.855849659222208e-05,/home/www/oggm/oggm-standard-projections/oggm_v16/2025.6/w5e5/per_glacier_spinup/ISIMIP3b_CMIP6/2100/RGI04/run_hydro_w5e5_gcm_merged_cesm2-waccm_r1i1p1f1_ssp126_endyr2101_Batch_*,per_glacier_spinup,w5e5_gcm_merged,oggm_v1.6.3_2025.6
ISIMIP3b_CMIP6:2100:KACE-1-0-G:ssp245:RGI04,ISIMIP3b_CMIP6,kace-1-0-g,KACE-1-0-G,ssp245,RGI04,2101,ISIMIP3b:1979-2014,8.855849659222208e-05,/home/www/oggm/oggm-standard-projections/oggm_v16/2025.6/w5e5/per_glacier_spinup/ISIMIP3b_CMIP6/2100/RGI04/run_hydro_w5e5_gcm_merged_kace-1-0-g_r1i1p1f1_ssp245_endyr2101_Batch_*,per_glacier_spinup,w5e5_gcm_merged,oggm_v1.6.3_2025.6
ISIMIP3b_CMIP6:2100:TAIESM1:ssp126:RGI04,ISIMIP3b_CMIP6,taiesm1,TAIESM1,ssp126,RGI04,2101,ISIMIP3b:1979-2014,8.855849659222208e-05,/home/www/oggm/oggm-standard-projections/oggm_v16/2025.6/w5e5/per_glacier_spinup/ISIMIP3b_CMIP6/2100/RGI04/run_hydro_w5e5_gcm_merged_taiesm1_r1i1p1f1_ssp126_endyr2101_Batch_*,per_glacier_spinup,w5e5_gcm_merged,oggm_v1.6.3_2025.6
